id,gene,cell,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4.PWCOCO.,ldcheck,H4..conventional.coloc.
"CASP8_T cell, CD4, TH17",CASP8,"T cell, CD4, TH17",1,-0.069000496,0.016150961,NA,NA,1.94E-05,NA,NA,NA,NA,NA,NA,NA,-0.10065638,-0.037344612,0.933326217,0.904243696,0.963344099,0.009465775,Breast cancer,ieu-a-1131,"CASP8_T cell, CD4, TH17_Breast cancer_ieu-a-1131",0.33355513,0.991516071,1
"CASP8_T cell, CD4, TH1 TH17",CASP8,"T cell, CD4, TH1 TH17",1,-0.069893001,0.01635987,NA,NA,1.94E-05,NA,NA,NA,NA,NA,NA,NA,-0.101958347,-0.037827656,0.93249359,0.903067166,0.962878873,0.009465775,Breast cancer,ieu-a-1131,"CASP8_T cell, CD4, TH1 TH17_Breast cancer_ieu-a-1131",0.275868146,0.991516071,1
"CASP8_T cell, CD4, memory TREG",CASP8,"T cell, CD4, memory TREG",1,-0.066698178,0.015612057,NA,NA,1.94E-05,NA,NA,NA,NA,NA,NA,NA,-0.097297811,-0.036098546,0.935477506,0.907285766,0.964545237,0.009465775,Breast cancer,ieu-a-1131,"CASP8_T cell, CD4, memory TREG_Breast cancer_ieu-a-1131",0.220690722,0.991516071,1
"CASP8_Monocyte, classical",CASP8,"Monocyte, classical",1,-0.066247393,0.015506542,NA,NA,1.94E-05,NA,NA,NA,NA,NA,NA,NA,-0.096640215,-0.035854571,0.935899301,0.90788259,0.964780591,0.009465775,Breast cancer,ieu-a-1131,"CASP8_Monocyte, classical_Breast cancer_ieu-a-1131",0.332798903,0.991516071,1
"CASP8_T cell, CD4, naive TREG",CASP8,"T cell, CD4, naive TREG",1,-0.071051411,0.016631019,NA,NA,1.94E-05,NA,NA,NA,NA,NA,NA,NA,-0.103648209,-0.038454613,0.931414006,0.901542396,0.962275379,0.009465775,Breast cancer,ieu-a-1131,"CASP8_T cell, CD4, naive TREG_Breast cancer_ieu-a-1131",0.220696826,0.991516071,1
"CASP8_T cell, CD4, TFH",CASP8,"T cell, CD4, TFH",1,-0.067010621,0.015685191,NA,NA,1.94E-05,NA,NA,NA,NA,NA,NA,NA,-0.097753595,-0.036267647,0.935185269,0.906872335,0.964382145,0.009465775,Breast cancer,ieu-a-1131,"CASP8_T cell, CD4, TFH_Breast cancer_ieu-a-1131",0.221255496,0.991516071,1
"CASP8_T cell, CD4, TH2",CASP8,"T cell, CD4, TH2",1,-0.071783696,0.016802426,NA,NA,1.94E-05,NA,NA,NA,NA,NA,NA,NA,-0.104716451,-0.038850942,0.930732195,0.900579845,0.961894076,0.009465775,Breast cancer,ieu-a-1131,"CASP8_T cell, CD4, TH2_Breast cancer_ieu-a-1131",0.333564991,0.991516071,1
"CASP8_T cell, CD4, naive",CASP8,"T cell, CD4, naive",1,-0.069238239,0.01620661,NA,NA,1.94E-05,NA,NA,NA,NA,NA,NA,NA,-0.101003194,-0.037473283,0.933104352,0.903930146,0.963220151,0.009465775,Breast cancer,ieu-a-1131,"CASP8_T cell, CD4, naive_Breast cancer_ieu-a-1131",0.240297034,0.991516071,1
"CASP8_Monocyte, non-classical",CASP8,"Monocyte, non-classical",1,-0.066169844,0.015775592,NA,NA,2.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.097090004,-0.035249684,0.935971882,0.907474326,0.96536435,0.012542718,Breast cancer,ieu-a-1131,"CASP8_Monocyte, non-classical_Breast cancer_ieu-a-1131",0.281919344,1,1
"CASP8_NK cell, CD56dim CD16+",CASP8,"NK cell, CD56dim CD16+",1,-0.070266789,0.016752347,NA,NA,2.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.10310139,-0.037432189,0.9321451,0.902035512,0.963259735,0.012542718,Breast cancer,ieu-a-1131,"CASP8_NK cell, CD56dim CD16+_Breast cancer_ieu-a-1131",0.221271322,1,1
"CASP8_T cell, CD4, TH1",CASP8,"T cell, CD4, TH1",1,-0.071195882,0.016643193,NA,NA,1.89E-05,NA,NA,NA,NA,NA,NA,NA,-0.10381654,-0.038575223,0.931279454,0.901390651,0.962159325,0.009465775,Breast cancer,ieu-a-1131,"CASP8_T cell, CD4, TH1_Breast cancer_ieu-a-1131",0.220674307,1,1
"CASP8_T cell, CD8, naive",CASP8,"T cell, CD8, naive",1,-0.069433356,0.016231174,NA,NA,1.89E-05,NA,NA,NA,NA,NA,NA,NA,-0.101246458,-0.037620255,0.932922305,0.903710279,0.963078596,0.009465775,Breast cancer,ieu-a-1131,"CASP8_T cell, CD8, naive_Breast cancer_ieu-a-1131",0.333560538,1,1
"L3MBTL3_T cell, CD4, naive activated",L3MBTL3,"T cell, CD4, naive activated",1,-0.07799815,0.018165236,NA,NA,1.76E-05,NA,NA,NA,NA,NA,NA,NA,-0.113602012,-0.042394289,0.924966137,0.892613135,0.958491783,0.009465775,Breast cancer,ieu-a-1131,"L3MBTL3_T cell, CD4, naive activated_Breast cancer_ieu-a-1131",0.918015793,0.989633009,0.918016
"GBAP1_T cell, CD4, TH1 TH17",GBAP1,"T cell, CD4, TH1 TH17",1,-0.075097559,0.018459735,NA,NA,4.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.11127864,-0.038916478,0.927652981,0.894689418,0.96183104,0.018295457,Breast cancer,ieu-a-1131,"GBAP1_T cell, CD4, TH1 TH17_Breast cancer_ieu-a-1131",0.947596011,1,0.947596
"GBAP1_T cell, CD4, TH1",GBAP1,"T cell, CD4, TH1",1,-0.083792701,0.020597089,NA,NA,4.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.124162995,-0.043422408,0.919621873,0.883235866,0.957506846,0.018295457,Breast cancer,ieu-a-1131,"GBAP1_T cell, CD4, TH1_Breast cancer_ieu-a-1131",0.91323572,1,0.913236
"GBAP1_T cell, CD4, TFH",GBAP1,"T cell, CD4, TFH",1,-0.072299843,0.017772029,NA,NA,4.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.107133019,-0.037466667,0.930251924,0.89840616,0.963226524,0.018295457,Breast cancer,ieu-a-1131,"GBAP1_T cell, CD4, TFH_Breast cancer_ieu-a-1131",0.947766012,1,0.947766
"GBAP1_T cell, CD4, memory TREG",GBAP1,"T cell, CD4, memory TREG",1,-0.072234433,0.01775595,NA,NA,4.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.107036095,-0.037432771,0.930312774,0.898493241,0.963259175,0.018295457,Breast cancer,ieu-a-1131,"GBAP1_T cell, CD4, memory TREG_Breast cancer_ieu-a-1131",0.928028975,1,0.928029
"GBAP1_T cell, CD4, TH2",GBAP1,"T cell, CD4, TH2",1,-0.07197475,0.017692117,NA,NA,4.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.106651299,-0.0372982,0.930554392,0.898839044,0.96338881,0.018295457,Breast cancer,ieu-a-1131,"GBAP1_T cell, CD4, TH2_Breast cancer_ieu-a-1131",0.820841004,1,0.820841
"GSTM5_T cell, CD4, naive",GSTM5,"T cell, CD4, naive",1,-0.085583955,0.019917721,NA,NA,1.73E-05,NA,NA,NA,NA,NA,NA,NA,-0.124622688,-0.046545223,0.917976071,0.882829942,0.954521393,0.009465775,Breast cancer,ieu-a-1131,"GSTM5_T cell, CD4, naive_Breast cancer_ieu-a-1131",0.00800499,1,1
"GBAP1_NK cell, CD56dim CD16+",GBAP1,"NK cell, CD56dim CD16+",1,-0.079554975,0.020677284,NA,NA,0.00011935,NA,NA,NA,NA,NA,NA,NA,-0.120082452,-0.039027498,0.923527248,0.886847311,0.961724263,0.038070027,Breast cancer,ieu-a-1131,"GBAP1_NK cell, CD56dim CD16+_Breast cancer_ieu-a-1131",0.919067844,1,0.919068
"TNNT3_T cell, CD4, naive",TNNT3,"T cell, CD4, naive",1,0.110094306,0.022478091,NA,NA,9.69E-07,NA,NA,NA,NA,NA,NA,NA,0.066037248,0.154151365,1.116383347,1.068266507,1.166667466,0.004738949,Breast cancer,ieu-a-1131,"TNNT3_T cell, CD4, naive_Breast cancer_ieu-a-1131",0.496778936,0.933183048,0.95299
"TNNT3_T cell, CD4, TH1 TH17",TNNT3,"T cell, CD4, TH1 TH17",1,0.118766836,0.024248772,NA,NA,9.69E-07,NA,NA,NA,NA,NA,NA,NA,0.071239243,0.16629443,1.12610732,1.073838103,1.180920749,0.004738949,Breast cancer,ieu-a-1131,"TNNT3_T cell, CD4, TH1 TH17_Breast cancer_ieu-a-1131",0.465201117,0.933183048,0.931194
"AC022431.3_Monocyte, non-classical",AC022431.3,"Monocyte, non-classical",1,0.08199084,0.020851991,NA,NA,8.42E-05,NA,NA,NA,NA,NA,NA,NA,0.041120937,0.122860743,1.085445867,1.041978112,1.130726949,0.027464091,Breast cancer,ieu-a-1131,"AC022431.3_Monocyte, non-classical_Breast cancer_ieu-a-1131",8.67E-10,1,1
"AC022431.2_Monocyte, non-classical",AC022431.2,"Monocyte, non-classical",1,0.075561404,0.019216851,NA,NA,8.42E-05,NA,NA,NA,NA,NA,NA,NA,0.037896376,0.113226432,1.078489449,1.038623601,1.119885482,0.027464091,Breast cancer,ieu-a-1131,"AC022431.2_Monocyte, non-classical_Breast cancer_ieu-a-1131",8.67E-10,1,1
"TNNT3_T cell, CD4, TH17",TNNT3,"T cell, CD4, TH17",1,0.09038917,0.022936406,NA,NA,8.12E-05,NA,NA,NA,NA,NA,NA,NA,0.045433814,0.135344526,1.094600187,1.04648174,1.144931175,0.027464091,Breast cancer,ieu-a-1131,"TNNT3_T cell, CD4, TH17_Breast cancer_ieu-a-1131",0.882564615,0.971683348,0.882565
"TNNT3_T cell, CD4, TH1",TNNT3,"T cell, CD4, TH1",1,0.087710926,0.022256797,NA,NA,8.12E-05,NA,NA,NA,NA,NA,NA,NA,0.044087604,0.131334248,1.091672502,1.045073903,1.140348877,0.027464091,Breast cancer,ieu-a-1131,"TNNT3_T cell, CD4, TH1_Breast cancer_ieu-a-1131",0.80869478,0.971683348,0.808695
"L3MBTL3_T cell, CD8, naive activated",L3MBTL3,"T cell, CD8, naive activated",1,-0.08131563,0.019478649,NA,NA,2.99E-05,NA,NA,NA,NA,NA,NA,NA,-0.119493783,-0.043137478,0.921902665,0.887369525,0.957779707,0.013272658,Breast cancer,ieu-a-1131,"L3MBTL3_T cell, CD8, naive activated_Breast cancer_ieu-a-1131",0.917158484,1,0.917158
"RP11-53O19.3_T cell, CD4, naive",RP11-53O19.3,"T cell, CD4, naive",1,-0.113942845,0.024697559,NA,NA,3.96E-06,NA,NA,NA,NA,NA,NA,NA,-0.162350061,-0.065535629,0.892308954,0.85014355,0.936565677,0.009465775,Breast cancer,ieu-a-1131,"RP11-53O19.3_T cell, CD4, naive_Breast cancer_ieu-a-1131",0.995045277,0.98805588,0.995045
"Y_RNA_ENSG00000199332_T cell, CD4, naive TREG",Y,RNA,1,-0.249345053,0.041804953,NA,NA,2.45E-09,NA,NA,NA,NA,NA,NA,NA,-0.33128276,-0.167407346,0.779311023,0.718002118,0.845854985,2.35E-05,Cervical cancer,finn-b-C3_CERVIX_UTERI,"Y_RNA_ENSG00000199332_T cell, CD4, naive TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.74E-06,1,1
"GSDMB_T cell, CD4, naive activated",GSDMB,"T cell, CD4, naive activated",1,-0.16786565,0.038219411,NA,NA,1.12E-05,NA,NA,NA,NA,NA,NA,NA,-0.242775697,-0.092955604,0.845467415,0.784447448,0.911233955,0.011183512,Cervical cancer,finn-b-C3_CERVIX_UTERI,"GSDMB_T cell, CD4, naive activated_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.001556722,1,1
"GSDMB_NK cell, CD56dim CD16+",GSDMB,"NK cell, CD56dim CD16+",1,-0.144561871,0.03231596,NA,NA,7.70E-06,NA,NA,NA,NA,NA,NA,NA,-0.207901152,-0.08122259,0.865401368,0.812287326,0.921988444,0.009021523,Cervical cancer,finn-b-C3_CERVIX_UTERI,"GSDMB_NK cell, CD56dim CD16+_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.946823409,1,0.946823
"Y_RNA_ENSG00000199332_T cell, CD4, TH2",Y,RNA,1,-0.267878822,0.045218009,NA,NA,3.14E-09,NA,NA,NA,NA,NA,NA,NA,-0.35650612,-0.179251525,0.765000477,0.700118187,0.835895625,2.35E-05,Cervical cancer,finn-b-C3_CERVIX_UTERI,"Y_RNA_ENSG00000199332_T cell, CD4, TH2_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.44E-06,1,1
"SKIV2L_T cell, CD4, naive",SKIV2L,"T cell, CD4, naive",1,-0.235831505,0.056813567,NA,NA,3.31E-05,NA,NA,NA,NA,NA,NA,NA,-0.347186097,-0.124476913,0.789913759,0.706673806,0.882958646,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"SKIV2L_T cell, CD4, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.690549393,1,0.989801
"SKIV2L_T cell, CD4, TH17",SKIV2L,"T cell, CD4, TH17",1,-0.247992768,0.059743306,NA,NA,3.31E-05,NA,NA,NA,NA,NA,NA,NA,-0.365089649,-0.130895888,0.780365587,0.69413442,0.877309108,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"SKIV2L_T cell, CD4, TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.006258582,1,0.981166
"XXbac-BPG299F13.14_T cell, CD4, TFH",XXbac-BPG299F13.14,"T cell, CD4, TFH",1,-0.203127446,0.045414673,NA,NA,7.72E-06,NA,NA,NA,NA,NA,NA,NA,-0.292140205,-0.114114687,0.816174217,0.746663843,0.892155631,0.009021523,Cervical cancer,finn-b-C3_CERVIX_UTERI,"XXbac-BPG299F13.14_T cell, CD4, TFH_Cervical cancer_finn-b-C3_CERVIX_UTERI",5.71E-05,1,1
"SKIV2L_T cell, CD4, TH2",SKIV2L,"T cell, CD4, TH2",1,-0.217339758,0.05329923,NA,NA,4.55E-05,NA,NA,NA,NA,NA,NA,NA,-0.321806248,-0.112873268,0.804656534,0.724838616,0.893263858,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"SKIV2L_T cell, CD4, TH2_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.560621249,1,0.988929
"SKIV2L_T cell, CD4, TH1",SKIV2L,"T cell, CD4, TH1",1,-0.218519256,0.053588483,NA,NA,4.55E-05,NA,NA,NA,NA,NA,NA,NA,-0.323552682,-0.113485829,0.803708003,0.723573837,0.892716847,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"SKIV2L_T cell, CD4, TH1_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.672000326,1,0.95558
"SKIV2L_T cell, CD4, memory TREG",SKIV2L,"T cell, CD4, memory TREG",1,-0.242248556,0.059407729,NA,NA,4.55E-05,NA,NA,NA,NA,NA,NA,NA,-0.358687705,-0.125809408,0.784861071,0.698592485,0.881782892,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"SKIV2L_T cell, CD4, memory TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.047451309,1,0.967063
"SKIV2L_T cell, CD4, TFH",SKIV2L,"T cell, CD4, TFH",1,-0.226985699,0.055664748,NA,NA,4.55E-05,NA,NA,NA,NA,NA,NA,NA,-0.336088605,-0.117882793,0.796932179,0.714559789,0.88880022,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"SKIV2L_T cell, CD4, TFH_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.743031731,1,0.928089
"SKIV2L_T cell, CD4, TH1 TH17",SKIV2L,"T cell, CD4, TH1 TH17",1,-0.219786983,0.053899374,NA,NA,4.55E-05,NA,NA,NA,NA,NA,NA,NA,-0.325429756,-0.114144211,0.802689766,0.72221691,0.892129292,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"SKIV2L_T cell, CD4, TH1 TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.059157402,1,0.91923
"SKIV2L_Monocyte, classical",SKIV2L,"Monocyte, classical",1,-0.285706679,0.070065164,NA,NA,4.55E-05,NA,NA,NA,NA,NA,NA,NA,-0.423034401,-0.148378957,0.751483009,0.655056098,0.862104352,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"SKIV2L_Monocyte, classical_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.000136792,1,0.999496
"Y_RNA_ENSG00000199332_T cell, CD8, naive",Y,RNA,1,-0.262974191,0.045538161,NA,NA,7.70E-09,NA,NA,NA,NA,NA,NA,NA,-0.352228988,-0.173719395,0.768761738,0.703119098,0.840532722,3.84E-05,Cervical cancer,finn-b-C3_CERVIX_UTERI,"Y_RNA_ENSG00000199332_T cell, CD8, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.11E-06,1,1
"HCG27_T cell, CD4, naive",HCG27,"T cell, CD4, naive",1,-0.22655044,0.044176758,NA,NA,2.92E-07,NA,NA,NA,NA,NA,NA,NA,-0.313136885,-0.139963995,0.797279126,0.731149822,0.869389537,0.000624386,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.14E-06,1,1
"XXbac-BPG299F13.14_T cell, CD4, TH17",XXbac-BPG299F13.14,"T cell, CD4, TH17",1,-0.243175208,0.047418545,NA,NA,2.92E-07,NA,NA,NA,NA,NA,NA,NA,-0.336115556,-0.15023486,0.784134115,0.714540531,0.860505854,0.000624386,Cervical cancer,finn-b-C3_CERVIX_UTERI,"XXbac-BPG299F13.14_T cell, CD4, TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.93E-06,1,1
"HCG27_T cell, CD4, TH1",HCG27,"T cell, CD4, TH1",1,-0.206686034,0.040303249,NA,NA,2.92E-07,NA,NA,NA,NA,NA,NA,NA,-0.285680402,-0.127691666,0.813274951,0.751502756,0.88012471,0.000624386,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, TH1_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.75E-06,1,1
"HCG27_T cell, CD4, TH1 TH17",HCG27,"T cell, CD4, TH1 TH17",1,-0.203617785,0.039704948,NA,NA,2.92E-07,NA,NA,NA,NA,NA,NA,NA,-0.281439483,-0.125796086,0.815774113,0.754696586,0.881794639,0.000624386,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, TH1 TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.76E-06,1,1
"HLA-DRB1_T cell, CD4, TH17",HLA-DRB1,"T cell, CD4, TH17",1,0.174277315,0.042144947,NA,NA,3.55E-05,NA,NA,NA,NA,NA,NA,NA,0.091673219,0.256881411,1.190385632,1.09600661,1.292891795,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HLA-DRB1_T cell, CD4, TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.36E-11,1,1
"Y_RNA_ENSG00000199332_T cell, CD4, TH1 TH17",Y,RNA,2,-0.147981901,0.034583845,-0.215764992,-0.080198811,1.88E-05,NA,NA,NA,NA,NA,17.46327929,2.93E-05,-0.215766237,-0.080197565,0.862446724,0.805923675,0.922933989,0.014773355,Cervical cancer,finn-b-C3_CERVIX_UTERI,"Y_RNA_ENSG00000199332_T cell, CD4, TH1 TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.76E-06,1,1
"MICA_T cell, CD4, TFH",MICA,"T cell, CD4, TFH",2,-0.120225017,0.0311849,-0.181346297,-0.059103737,0.00011562,NA,NA,NA,NA,NA,20.90972105,4.81E-06,-0.181347421,-0.059102614,0.886720887,0.834145509,0.942610039,0.036003589,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, TFH_Cervical cancer_finn-b-C3_CERVIX_UTERI",5.72E-05,1,1
"MICA_T cell, CD4, naive",MICA,"T cell, CD4, naive",2,-0.114681507,0.029728896,-0.172949071,-0.056413942,0.000114517,NA,NA,NA,NA,NA,20.89163242,4.86E-06,-0.172950142,-0.056412871,0.891650083,0.841179553,0.94514883,0.036003589,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.14E-06,1,1
"MICA_T cell, CD4, TH1",MICA,"T cell, CD4, TH1",2,-0.125974751,0.031808179,-0.188317636,-0.063631866,7.48E-05,NA,NA,NA,NA,NA,20.087357,7.40E-06,-0.188318781,-0.063630721,0.881637107,0.828350602,0.938351449,0.028228728,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, TH1_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.75E-06,1,1
"MICA_T cell, CD4, TH1 TH17",MICA,"T cell, CD4, TH1 TH17",2,-0.118178745,0.030054646,-0.177084769,-0.059272722,8.42E-05,NA,NA,NA,NA,NA,20.31089477,6.58E-06,-0.177085851,-0.05927164,0.888537216,0.837707863,0.942450727,0.029267216,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, TH1 TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.76E-06,1,1
"MICA_NK cell, CD56dim CD16+",MICA,"NK cell, CD56dim CD16+",2,-0.150810739,0.03545102,-0.220293461,-0.081328017,2.10E-05,NA,NA,NA,NA,NA,17.67551322,2.62E-05,-0.220294737,-0.08132674,0.86001045,0.8022823,0.921892423,0.015689095,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_NK cell, CD56dim CD16+_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.14E-06,1,1
"MICA_T cell, CD4, TH2",MICA,"T cell, CD4, TH2",2,-0.116352679,0.03079771,-0.176715081,-0.055990277,0.000158115,NA,NA,NA,NA,NA,21.49951161,3.54E-06,-0.17671619,-0.055989168,0.890161227,0.838017589,0.945549378,0.048231496,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, TH2_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.43E-06,1,1
"MICA_T cell, CD4, memory TREG",MICA,"T cell, CD4, memory TREG",2,-0.118597805,0.030049421,-0.177493587,-0.059702022,7.92E-05,NA,NA,NA,NA,NA,20.1956314,6.99E-06,-0.17749467,-0.05970094,0.888164945,0.837365463,0.94204622,0.028879211,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, memory TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.24E-06,1,1
"MICA_B cell, naive",MICA,"B cell, naive",2,-0.141223191,0.03440859,-0.208662789,-0.073783593,4.06E-05,NA,NA,NA,NA,NA,18.92725185,1.36E-05,-0.208664029,-0.073782354,0.868295494,0.811667887,0.928873838,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_B cell, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.95E-06,1,1
"HCG27_Monocyte, non-classical",HCG27,"Monocyte, non-classical",1,-0.178737665,0.045653184,NA,NA,9.04E-05,NA,NA,NA,NA,NA,NA,NA,-0.268217906,-0.089257424,0.836325268,0.764741121,0.9146101,0.030013408,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_Monocyte, non-classical_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.97E-06,1,1
"HCG27_NK cell, CD56dim CD16+",HCG27,"NK cell, CD56dim CD16+",1,-0.185215667,0.041441453,NA,NA,7.85E-06,NA,NA,NA,NA,NA,NA,NA,-0.266440915,-0.103990419,0.830925062,0.766101268,0.901233932,0.009021523,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_NK cell, CD56dim CD16+_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.14E-06,1,1
"HCG27_T cell, CD4, TH17",HCG27,"T cell, CD4, TH17",1,-0.195443603,0.043729923,NA,NA,7.85E-06,NA,NA,NA,NA,NA,NA,NA,-0.281154252,-0.109732954,0.822469727,0.75491188,0.896073396,0.009021523,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.93E-06,1,1
"HCG27_T cell, CD4, naive TREG",HCG27,"T cell, CD4, naive TREG",1,-0.214203607,0.047927418,NA,NA,7.85E-06,NA,NA,NA,NA,NA,NA,NA,-0.308141346,-0.120265868,0.80718402,0.734811448,0.886684665,0.009021523,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, naive TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.74E-06,1,1
"HCG27_T cell, CD4, TH2",HCG27,"T cell, CD4, TH2",1,-0.199594956,0.044658776,NA,NA,7.85E-06,NA,NA,NA,NA,NA,NA,NA,-0.287126157,-0.112063755,0.819062442,0.750417052,0.893987259,0.009021523,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, TH2_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.44E-06,1,1
"HCG27_T cell, CD4, memory TREG",HCG27,"T cell, CD4, memory TREG",1,-0.202437104,0.046316255,NA,NA,1.24E-05,NA,NA,NA,NA,NA,NA,NA,-0.293216964,-0.111657244,0.816737851,0.745860298,0.894350749,0.011566776,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, memory TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.24E-06,1,1
"MICA_Monocyte, non-classical",MICA,"Monocyte, non-classical",2,-0.126644029,0.032621193,-0.190580393,-0.062707664,0.000103489,NA,NA,NA,NA,NA,20.63674759,5.55E-06,-0.190581568,-0.062706489,0.881047244,0.826478341,0.939219104,0.033627231,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_Monocyte, non-classical_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.66E-06,1,1
"MICA_T cell, CD8, naive",MICA,"T cell, CD8, naive",2,-0.126066179,0.031358822,-0.18752834,-0.064604018,5.82E-05,NA,NA,NA,NA,NA,19.54735513,9.81E-06,-0.18752947,-0.064602889,0.881556504,0.829004687,0.937439657,0.022880267,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD8, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.11E-06,1,1
"MICA_T cell, CD4, naive TREG",MICA,"T cell, CD4, naive TREG",2,-0.12607446,0.031243716,-0.187311018,-0.064837901,5.46E-05,NA,NA,NA,NA,NA,19.42591646,1.05E-05,-0.187312144,-0.064836776,0.881549204,0.829184871,0.937220428,0.022039624,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, naive TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.74E-06,1,1
"MICA_Monocyte, classical",MICA,"Monocyte, classical",2,-0.122836245,0.031312025,-0.184206686,-0.061465805,8.75E-05,NA,NA,NA,NA,NA,20.35400011,6.44E-06,-0.184207813,-0.061464677,0.884408477,0.831762934,0.940386162,0.029711491,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_Monocyte, classical_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.63E-06,1,1
"HLA-DRB1_NK cell, CD56dim CD16+",HLA-DRB1,"NK cell, CD56dim CD16+",1,0.225058476,0.053778819,NA,NA,2.85E-05,NA,NA,NA,NA,NA,NA,NA,0.119651991,0.33046496,1.252395949,1.127104541,1.391615024,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HLA-DRB1_NK cell, CD56dim CD16+_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.06E-11,1,1
